111	14	5.459	218.218
111	24	4.704	171.066
111	29	3.743	115.198
112	2	38.027	147.671
112	3	5.667	338.274
112	6	26.386	73.749
112	9	47.415	120.6
112	11	5.182	273.855
112	14	5.47	219.902
112	24	4.728	173.066
112	29	3.731	117.698
113	2	38.07	151.171
113	3	5.683	340.209
113	6	26.371	76.748
113	9	47.257	123.339
113	11	5.219	275.175
113	14	5.481	221.585
113	24	4.752	175.064
113	29	3.718	120.202
114	2	38.112	154.671
114	3	5.697	342.145
114	6	26.355	79.749
114	9	47.101	125.924
114	11	5.255	276.492
114	14	5.492	223.269
114	24	4.777	177.068
114	29	3.705	122.696
115	2	38.155	158.171
115	3	5.714	344.08
115	6	26.34	82.749
115	9	46.97	128.411
115	11	5.291	277.809
115	14	5.503	224.953
115	24	4.801	179.082
115	29	3.692	125.181
116	2	38.197	161.669
116	3	5.729	346.015
116	6	26.322	85.757
116	9	46.861	131
116	11	5.327	279.126
116	14	5.514	226.637
116	24	4.825	181.086
116	29	3.69	127.673
117	2	38.241	165.172
117	3	5.738	347.947
117	6	26.34	88.733
117	9	46.752	133.744
117	11	5.363	280.443
117	14	5.525	228.32
117	24	4.862	183.048
117	29	3.721	130.164
118	2	38.282	168.689
118	3	5.74	349.875
118	6	26.376	91.663
118	9	46.644	136.624
118	11	5.399	281.76
118	14	5.536	230.002
118	24	4.885	184.934
118	29	3.789	132.611
119	2	38.326	172.2
119	3	5.734	351.8
119	6	26.413	94.545
119	9	46.539	139.434
119	11	5.435	283.077
119	14	5.547	231.69
119	24	4.909	186.727
119	29	3.831	134.921
120	2	38.405	175.65
120	3	5.73	353.725
120	6	26.429	97.397
120	9	46.483	142.157
120	11	5.471	284.395
120	14	5.558	233.394
120	24	4.931	188.431
120	29	3.843	137.114
121	2	38.461	178.956
121	3	5.724	355.65
121	6	26.435	100.24
121	9	46.396	144.742
121	11	5.507	285.712
121	14	5.57	235.086
121	24	4.972	190.041
121	29	3.83	139.164
122	2	38.485	182.149
122	3	5.72	357.575
122	6	26.445	103.087
122	9	46.308	147.217
122	11	5.543	287.029
122	14	5.627	236.698
122	24	5.005	191.556
122	29	3.854	141.153
123	2	38.484	185.198
123	3	5.715	359.499
123	6	26.456	105.937
123	9	46.218	149.672
123	11	5.579	288.346
123	14	5.638	238.158
123	24	5.044	192.988
123	29	3.879	143.135
124	2	38.52	188.188
124	3	5.712	361.424
124	6	26.466	108.787
124	7	15.587	75.718
124	9	46.108	152.18
124	11	5.616	289.663
124	14	5.633	239.498
124	15	38.852	74.81
124	24	5.082	194.361
124	29	3.903	145.131
124	32	4.097	69.656
125	2	38.557	191.17
125	3	5.707	363.349
125	6	26.477	111.637
125	7	15.574	78.217
125	9	45.957	154.76
125	11	5.652	290.98
125	14	5.584	240.688
125	15	38.837	77.81
125	24	5.088	195.71
125	29	3.927	147.133
125	32	4.081	72.656
126	2	38.593	194.199
126	3	5.702	365.274
126	6	26.486	114.487
126	7	15.561	80.717
126	9	45.718	157.381
126	11	5.687	292.297
126	14	5.579	241.796
126	15	38.821	80.81
126	24	5.08	197.054
126	29	3.951	149.133
126	32	4.067	75.656
127	2	38.629	197.167
127	3	5.698	367.199
127	6	26.497	117.337
127	7	15.548	83.218
127	9	45.5	160.008
127	11	5.724	293.614
127	14	5.575	242.893
127	15	38.806	83.81
127	24	5.08	198.405
127	29	3.976	151.133
127	32	4.051	78.656
128	2	38.666	200.005
128	3	5.693	369.125
128	6	26.507	120.214
128	7	15.535	85.717
128	9	45.281	162.63
128	11	5.76	294.931
128	14	5.571	244.006
128	15	38.791	86.81
128	24	5.08	199.751
128	29	4.001	153.133
128	32	4.035	81.656
129	2	38.712	202.806
129	3	5.689	371.05
129	6	26.518	123.039
129	7	15.523	88.217
129	9	45.064	165.248
129	11	5.796	296.248
129	14	5.567	245.125
129	15	38.775	89.83
129	24	5.079	201.079
129	29	4.024	155.133
129	32	4.019	84.656
130	2	38.786	205.645
130	3	5.684	372.975
130	6	26.528	125.749
130	7	15.509	90.717
130	9	44.846	167.868
130	11	5.832	297.565
130	12	26.65	70.279
130	14	5.563	246.242
130	15	38.754	92.832
130	24	5.082	202.401
130	29	4.049	157.133
130	32	4.005	87.654
131	2	38.924	208.557
131	3	5.679	374.899
131	6	26.564	128.417
131	7	15.498	93.217
131	9	44.627	170.487
131	11	5.868	298.883
131	12	26.635	73.278
131	14	5.559	247.359
131	15	38.788	95.776
131	24	5.101	203.729
131	29	4.073	159.132
131	32	3.989	90.659
132	2	39.023	211.388
132	3	5.675	376.823
132	6	26.624	131.126
132	7	15.485	95.718
132	9	44.41	173.107
132	11	5.903	300.202
132	12	26.62	76.279
132	14	5.555	248.476
132	15	38.802	98.61
132	24	5.12	205.075
132	29	4.098	161.132
132	32	3.974	93.676
133	2	39.082	214.07
133	3	5.671	378.749
133	6	26.683	133.949
133	7	15.472	98.218
133	9	44.191	175.726
133	11	5.939	301.516
133	12	26.715	79.216
133	14	5.551	249.593
133	15	38.799	101.335
133	24	5.138	206.429
133	29	4.122	163.132
133	32	3.958	96.677
134	2	39.121	216.618
134	3	5.665	380.691
134	6	26.743	136.826
134	7	15.459	100.718
134	9	43.973	178.346
134	11	5.976	302.818
134	12	26.718	81.866
134	14	5.547	250.71
134	15	38.836	104.011
134	24	5.158	207.779
134	29	4.146	165.13
134	32	3.979	99.614
135	2	39.117	219.118
135	3	5.662	382.618
135	6	26.802	139.677
135	7	15.446	103.217
135	9	43.755	180.966
135	11	6.013	304.128
135	12	26.726	84.54
135	14	5.543	251.828
135	15	38.853	106.696
135	24	5.176	209.129
135	29	4.171	167.134
135	32	4.039	102.426
136	2	39.098	221.625
136	3	5.66	384.485
136	6	26.865	142.529
136	7	15.433	105.717
136	9	43.536	183.585
136	11	6.017	305.489
136	12	26.723	87.171
136	14	5.539	252.945
136	15	38.86	109.412
136	24	5.196	210.479
136	29	4.195	169.148
136	32	4.128	105.116
137	1	52.66	73.916
137	2	39.09	224.153
137	3	5.675	386.277
137	6	26.924	145.377
137	7	15.42	108.217
137	9	43.318	186.204
137	11	6.02	306.951
137	12	26.727	89.817
137	14	5.536	254.062
137	15	38.87	112.146
137	24	5.214	211.829
137	29	4.22	171.152
137	32	4.251	107.684
138	1	52.648	76.416
138	2	39.081	226.681
138	3	5.701	387.998
138	6	26.97	148.213
138	7	15.407	110.717
138	9	43.101	188.824
138	11	6.05	308.541
138	12	26.73	92.465
138	14	5.532	255.179
138	15	38.882	114.874
138	24	5.233	213.179
138	29	4.256	173.114
138	32	4.372	110.184
139	1	52.635	78.915
139	2	39.072	229.207
139	3	5.735	389.689
139	6	26.995	151.035
139	7	15.394	113.217
139	9	42.882	191.443
139	11	6.081	310.232
139	12	26.733	95.116
139	14	5.527	256.297
139	15	38.893	117.598
139	24	5.252	214.529
139	29	4.279	174.999
139	32	4.405	112.666
140	1	52.622	81.416
140	2	39.064	231.733
140	3	5.77	391.369
140	6	27.005	153.847
140	7	15.382	115.717
140	9	42.664	194.063
140	11	6.076	311.974
140	12	26.736	97.766
140	14	5.524	257.414
140	15	38.903	120.362
140	24	5.271	215.879
140	29	4.303	176.793
140	32	4.363	115.157
141	1	52.609	83.916
141	2	39.055	234.259
141	3	5.806	393.041
141	6	27.012	156.655
141	7	15.368	118.217
141	9	42.446	196.717
141	11	6.073	313.724
141	12	26.739	100.416
141	14	5.52	258.531
141	15	38.915	123.049
141	24	5.289	217.229
141	29	4.322	178.499
141	32	4.35	117.657
142	1	52.596	86.415
142	2	39.046	236.785
142	3	5.842	394.721
142	6	27.023	159.463
142	7	15.356	120.733
142	9	42.227	199.303
142	10	16.317	70.687
142	11	6.07	315.462
142	12	26.742	103.066
142	14	5.516	259.648
142	15	38.926	125.569
142	19	39.404	74.376
142	24	5.309	218.579
142	29	4.341	180.114
142	32	4.337	120.162
143	1	52.583	88.915
143	2	39.038	239.311
143	3	5.879	396.402
143	6	27.033	162.272
143	7	15.342	123.218
143	9	42.01	201.743
143	10	16.304	73.187
143	11	6.068	317.195
143	12	26.745	105.716
143	14	5.511	260.765
143	15	38.956	128.027
143	19	39.389	77.375
143	24	5.327	219.929
143	29	4.348	181.651
143	32	4.324	122.658
144	1	52.57	91.415
144	2	39.03	241.837
144	3	5.915	398.088
144	6	27.044	165.082
144	7	15.33	125.637
144	9	41.82	204.129
144	10	16.291	75.687
144	11	6.065	318.932
144	12	26.749	108.366
144	14	5.507	261.882
144	15	39.014	130.547
144	18	26.889	55.07
144	19	39.373	80.376
144	24	5.346	221.279
144	29	4.365	183.147
144	32	4.312	125.135
145	1	52.557	93.915
145	2	39.021	244.363
145	3	5.951	399.788
145	6	27.054	167.891
145	7	15.335	128.032
145	9	41.639	206.571
145	10	16.278	78.187
145	11	6.062	320.679
145	12	26.751	111.016
145	14	5.504	262.999
145	15	39.072	133.233
145	18	26.864	57.795
145	19	39.361	82.875
145	24	5.365	222.629
145	29	4.383	184.633
145	32	4.308	127.605
146	1	52.544	96.415
146	2	39.013	246.889
146	3	5.994	401.477
146	6	27.065	170.701
146	7	15.365	130.451
146	9	41.458	209.16
146	10	16.266	80.687
146	11	6.092	322.419
146	12	26.754	113.666
146	14	5.5	264.117
146	15	39.13	135.997
146	18	26.838	60.52
146	19	39.346	85.876
146	24	5.384	223.979
146	29	4.402	186.128
146	32	4.339	130.083
146	38	5.933	68.704
147	1	52.532	98.915
147	2	39.004	249.415
147	3	6.048	403.102
147	6	27.075	173.511
147	7	15.396	132.936
147	9	41.277	211.817
147	10	16.252	83.187
147	11	6.057	324.115
147	12	26.757	116.317
147	14	5.497	265.241
147	15	39.189	138.722
147	18	26.818	62.885
147	19	39.343	88.815
147	24	5.403	225.329
147	29	4.42	187.63
147	32	4.369	132.578
147	38	5.921	71.203
148	1	52.518	101.415
148	2	38.995	251.941
148	3	6.064	404.607
148	6	27.085	176.32
148	7	15.427	135.451
148	9	41.096	214.437
148	10	16.24	85.687
148	11	5.885	325.749
148	12	26.76	118.967
148	14	5.492	266.357
148	15	39.247	141.446
148	18	26.828	65.61
148	19	39.368	91.662
148	24	5.421	226.678
148	29	4.438	189.13
148	32	4.4	135.083
148	38	5.908	73.704
149	1	52.506	103.915
149	2	38.986	254.467
149	3	6.033	405.987
149	6	27.096	179.13
149	7	15.456	137.951
149	9	40.915	217.067
149	10	16.227	88.187
149	11	5.663	327.35
149	12	26.763	121.644
149	14	5.488	267.432
149	15	39.305	144.168
149	18	26.84	68.314
149	19	39.315	94.342
149	24	5.44	228.029
149	29	4.457	190.63
149	32	4.431	137.583
149	38	5.895	76.203
150	1	52.493	106.415
150	2	38.978	256.991
150	3	6	407.284
150	6	27.106	181.939
150	7	15.487	140.45
150	9	40.734	219.71
150	10	16.214	90.687
150	11	5.49	328.984
150	12	26.766	124.268
150	14	5.485	268.467
150	15	39.363	146.894
150	18	26.851	71.06
150	19	39.289	96.939
150	24	5.46	229.39
150	29	4.475	192.129
150	32	4.461	140.083
150	38	5.882	78.703
151	1	52.48	108.915
151	2	38.965	259.514
151	3	6.022	408.531
151	6	27.117	184.749
151	7	15.518	142.95
151	9	40.562	222.324
151	10	16.202	93.188
151	11	5.456	330.681
151	12	26.77	126.777
151	14	5.522	269.502
151	15	39.455	149.629
151	18	26.861	73.785
151	19	39.275	99.558
151	24	5.483	230.754
151	29	4.493	193.629
151	32	4.492	142.581
151	38	5.869	81.203
152	1	52.467	111.415
152	2	38.957	262.12
152	3	6.069	409.73
152	6	27.127	187.559
152	7	15.548	145.45
152	9	40.45	224.832
152	10	16.188	95.687
152	11	5.486	332.421
152	12	26.812	129.243
152	14	5.562	270.592
152	15	39.444	152.368
152	18	26.872	76.51
152	19	39.262	102.209
152	24	5.502	232.086
152	29	4.512	195.129
152	32	4.522	145.085
152	38	5.856	83.703
153	1	52.455	113.917
153	2	38.971	264.493
153	3	6.093	410.852
153	6	27.137	190.368
153	7	15.579	147.95
153	9	40.314	227.215
153	10	16.176	98.187
153	11	5.483	334.168
153	12	26.861	131.752
153	14	5.615	271.764
153	15	39.332	155.111
153	18	26.883	79.235
153	19	39.261	104.825
153	24	5.504	233.338
153	29	4.529	196.627
153	32	4.552	147.598
153	38	5.844	86.203
154	1	52.442	116.413
154	2	39.016	266.758
154	3	6.1	411.894
154	6	27.148	193.177
154	7	15.609	150.45
154	9	40.171	229.444
154	10	16.163	100.687
154	11	5.481	335.905
154	12	26.91	134.375
154	14	5.685	272.999
154	15	39.135	157.865
154	18	26.894	81.96
154	19	39.235	107.375
154	24	5.458	234.483
154	29	4.548	198.135
154	32	4.583	150.103
154	38	5.83	88.703
155	1	52.429	118.898
155	2	39.105	268.777
155	3	6.121	412.889
155	6	27.158	196.01
155	7	15.64	152.95
155	9	40.125	231.621
155	10	16.15	103.187
155	11	5.477	337.639
155	12	26.959	137.052
155	14	5.769	274.273
155	15	38.929	160.639
155	18	26.905	84.686
155	19	39.21	109.924
155	24	5.394	235.548
155	29	4.566	199.645
155	32	4.626	152.565
155	38	5.818	91.203
156	1	52.416	121.448
156	2	39.278	271.015
156	3	6.142	413.88
156	6	27.168	198.808
156	7	15.67	155.449
156	9	40.113	233.822
156	10	16.137	105.687
156	11	5.475	339.374
156	12	27.008	139.702
156	14	5.855	275.564
156	15	38.824	163.429
156	18	26.916	87.41
156	19	39.208	112.542
156	24	5.326	236.582
156	29	4.585	201.13
156	32	4.655	154.95
156	38	5.804	93.703
157	1	52.391	123.949
157	2	39.447	273.365
157	3	6.164	414.897
157	6	27.183	201.514
157	7	15.7	157.952
157	9	40.092	236.072
157	10	16.124	108.187
157	11	5.472	341.109
157	12	27.057	142.351
157	14	5.939	276.853
157	15	38.792	166.221
157	16	16.871	71.196
157	18	26.927	90.136
157	19	39.194	115.21
157	24	5.262	237.619
157	29	4.621	202.566
157	32	4.685	157.244
157	38	5.792	96.203
158	1	52.39	126.305
158	2	39.616	275.969
158	3	6.18	415.905
158	6	27.216	204.154
158	7	15.724	160.461
158	9	40.071	238.345
158	10	16.111	110.687
158	11	5.47	342.844
158	12	27.106	145
158	14	6.023	278.137
158	15	38.731	169.009
158	16	16.858	73.697
158	18	26.939	92.861
158	19	39.193	117.843
158	24	5.199	238.666
158	29	4.658	203.931
158	32	4.71	159.449
158	38	5.779	98.703
159	1	52.406	128.617
159	2	39.786	278.565
159	3	6.276	416.786
159	6	27.259	206.757
159	7	15.763	162.965
159	9	40.05	240.609
159	10	16.098	113.187
159	11	5.466	344.579
159	12	27.154	147.65
159	14	6.107	279.419
159	15	38.67	171.795
159	16	16.845	76.196
159	18	26.949	95.585
159	19	39.168	120.435
159	24	5.135	239.712
159	29	4.694	205.221
159	32	4.736	161.563
159	38	5.766	101.201
160	1	52.451	130.974
160	2	39.954	281.161
160	3	6.327	417.51
160	6	27.278	209.357
160	7	15.832	165.434
160	9	40.028	242.867
160	10	16.085	115.687
160	11	5.464	346.314
160	12	27.204	150.307
160	14	6.191	280.701
160	15	38.608	174.581
160	16	16.832	78.696
160	18	26.961	98.311
160	19	39.155	122.877
160	24	5.071	240.763
160	29	4.722	206.43
160	32	4.747	163.599
160	38	5.753	103.705
161	1	52.469	133.475
161	2	40.124	283.773
161	3	6.362	418.077
161	6	27.29	211.918
161	7	15.891	167.831
161	9	40.008	245.126
161	10	16.072	118.187
161	11	5.461	348.049
161	12	27.259	152.966
161	14	6.276	281.984
161	15	38.547	177.368
161	16	16.819	81.197
161	18	26.971	101.045
161	19	39.142	125.173
161	24	5.008	241.828
161	29	4.752	207.544
161	32	4.771	165.599
161	38	5.741	106.222
162	1	52.499	136.025
162	2	40.313	286.345
162	3	6.373	418.495
162	5	51.096	76.845
162	6	27.35	214.421
162	7	15.936	170.146
162	9	39.986	247.386
162	10	16.06	120.703
162	11	5.459	349.782
162	12	27.308	155.605
162	14	6.359	283.268
162	15	38.485	180.155
162	16	16.806	83.697
162	18	26.981	103.78
162	19	39.138	127.402
162	24	4.947	242.887
162	29	4.767	208.585
162	32	4.795	167.599
162	38	5.728	108.733
163	1	52.53	138.509
163	2	40.488	288.751
163	3	6.363	418.743
163	5	51.083	79.345
163	6	27.422	216.923
163	7	15.944	172.403
163	9	39.966	249.645
163	10	16.046	123.188
163	11	5.456	351.528
163	12	27.323	158.192
163	14	6.443	284.551
163	15	38.424	182.942
163	16	16.793	86.196
163	18	26.993	106.491
163	19	39.162	129.7
163	24	4.917	243.88
163	29	4.786	209.589
163	32	4.82	169.599
163	38	5.752	111.183
164	1	52.56	141.005
164	2	40.613	291.022
164	3	6.361	418.922
164	5	51.07	81.845
164	6	27.489	219.422
164	7	15.938	174.642
164	9	39.943	251.904
164	10	16.034	125.601
164	11	5.453	353.287
164	12	27.292	160.708
164	14	6.527	285.834
164	15	38.363	185.729
164	16	16.78	88.696
164	18	27.012	109.143
164	19	39.198	132.158
164	24	4.879	244.721
164	29	4.819	210.578
164	32	4.857	171.563
164	38	5.756	113.49
165	1	52.59	143.507
165	2	40.702	293.155
165	3	6.364	419.107
165	5	51.057	84.345
165	6	27.566	221.884
165	7	15.941	176.885
165	9	39.923	254.164
165	10	16.039	127.995
165	11	5.478	355.005
165	12	27.226	163.172
165	14	6.611	287.116
165	15	38.301	188.515
165	16	16.768	91.195
165	18	27.016	111.716
165	19	39.263	134.678
165	24	4.816	245.446
165	29	4.883	211.543
165	32	4.88	173.448
165	38	5.73	115.683
166	1	52.621	146.006
166	2	40.756	295.119
166	3	6.369	419.307
166	5	51.044	86.845
166	6	27.629	224.269
166	7	15.943	179.134
166	9	39.901	256.423
166	10	16.069	130.425
166	11	5.488	356.565
166	12	27.154	165.616
166	14	6.695	288.399
166	15	38.24	191.302
166	16	16.755	93.699
166	18	27.029	114.23
166	19	39.336	137.139
166	24	4.731	246.015
166	29	4.941	212.447
166	32	4.904	175.242
166	38	5.681	117.733
167	1	52.651	148.506
167	2	40.876	297.06
167	3	6.373	419.508
167	5	51.031	89.342
167	6	27.691	226.561
167	7	15.946	181.385
167	9	39.88	258.683
167	10	16.1	132.913
167	11	5.462	357.997
167	12	27.089	168.062
167	14	6.778	289.682
167	15	38.179	194.102
167	16	16.742	96.213
167	18	27.041	116.72
167	19	39.4	139.587
167	24	4.74	246.554
167	29	4.985	213.272
167	32	4.922	176.948
167	38	5.671	119.722
168	1	52.682	151.006
168	2	41.014	299.035
168	3	6.377	419.707
168	5	51.018	91.827
168	6	27.75	228.766
168	7	15.948	183.635
168	9	39.859	260.942
168	10	16.142	135.391
168	11	5.376	359.267
168	12	27.023	170.515
168	14	6.862	290.965
168	15	38.118	196.893
168	16	16.73	98.717
168	18	27.053	119.212
168	19	39.436	142.033
168	24	4.753	247.151
168	29	4.994	214.045
168	32	4.941	178.562
168	38	5.661	121.711
169	1	52.712	153.506
169	2	41.145	301.042
169	3	6.382	419.907
169	5	51.005	94.324
169	6	27.827	230.877
169	7	15.95	185.885
